Unnamed: 0,text,yoga,therapy,workout,Processed_tweet
11,I cannot fathom what the decision processes were to decide to cut mental services in half…. This will cost lives.… https://t.co/UJWOacSjD0,0,0,0,I cannot fathom decision process decide cut mental service half…. This cost lives.… https://t.co/UJWOacSjD0
12,"RT @HilaryJHendel: Give the gift of emotions education &amp; change lives for the better.
“One of the best self-help/psychology books I have ev…",0,0,0,@HilaryJHendel: Give gift emotion education &amp; change life better. “One best self-help/psychology book I ev…
13,"New ways of addressing mental health issues like substance abuse, depression, anxiety and burnout are becoming more… https://t.co/aBVHGJMMku",0,0,0,"New way addressing mental health issue like substance abuse, depression, anxiety burnout becoming more… https://t.co/aBVHGJMMku"
14,"RT @TUBEVRCLUB: QUEST 2 GIVEAWAY!👀

Enter now! ⬇️
https://t.co/TF7hoetkO7

To celebrate raising $24k for @YouAreRAD this year we are giving…",0,0,0,@TUBEVRCLUB: QUEST 2 GIVEAWAY!👀 Enter now! ⬇️ https://t.co/TF7hoetkO7 To celebrate raising $24k @YouAreRAD year giving…
15,"RT @fscarfe: @MiaStJohnBoxer @LACDMH @DHCS_CA @SupJaniceHahn #Together for justice,for loved one's lost in #LA #MentalHealth Facilities, an…",0,0,0,"@fscarfe: @MiaStJohnBoxer @LACDMH @DHCS_CA @SupJaniceHahn #Together justice,for loved one's lost #LA #MentalHealth Facilities, an…"
16,RT @HilaryJHendel: Why Mourning for the Self Is a Necessary Part of Healing | Psychology Today via @PsychToday #trauma #healing #emotions #…,0,0,0,@HilaryJHendel: Why Mourning Self Is Necessary Part Healing | Psychology Today via @PsychToday #trauma #healing #emotions #…
17,The latest puzzle! Two of my students saved the last piece for their classmate.  #mentalhealth #relax #HappyHolidays https://t.co/4gk2EfkXfT,0,0,0,The latest puzzle! Two student saved last piece classmate. #relax #HappyHolidays https://t.co/4gk2EfkXfT
18,"RT @TUBEVRCLUB: QUEST 2 GIVEAWAY!👀

Enter now! ⬇️
https://t.co/TF7hoetkO7

To celebrate raising $24k for @YouAreRAD this year we are giving…",0,0,0,@TUBEVRCLUB: QUEST 2 GIVEAWAY!👀 Enter now! ⬇️ https://t.co/TF7hoetkO7 To celebrate raising $24k @YouAreRAD year giving…
19,"when you suppress things there comes a point and everything comes to a head; 

basically I had a breakdown in front… https://t.co/bBKXxPAVAm",0,0,0,suppress thing come point everything come head; basically I breakdown front… https://t.co/bBKXxPAVAm
20,"RT @intern_amanda1: Problem: people in regional Australia have difficulty accessing #Mentalhealth services, with long waiting lists to see…",0,0,0,"@intern_amanda1: Problem: people regional Australia difficulty accessing #Mentalhealth services, long waiting list see…"
21,"RT @nestheads: Will's dodge animation.

Sign up for launch reminder:
https://t.co/kUjlQuyHMw

#mentalhealth #brain #illustration #drawing #…",0,0,0,@nestheads: Will's dodge animation. Sign launch reminder: https://t.co/kUjlQuyHMw #brain #illustration #drawing #…
22,"#mentalhealth #selfcare #homelessnessawareness #givingbacktothecommunity
We appreciate your continuing support,… https://t.co/TRY7ccD04R",0,0,0,"#selfcare #homelessnessawareness #givingbacktothecommunity We appreciate continuing support,… https://t.co/TRY7ccD04R"
23,It makes my day when I see a hilarious sign. Have you seen any recently? #blissroad #memoir #books #vineleavespress… https://t.co/Kf9ze8F3Yy,0,0,0,It make day I see hilarious sign. Have seen recently? #blissroad #memoir #books #vineleavespress… https://t.co/Kf9ze8F3Yy
24,RT @SurvivingWk: Should be compulsory for just about anyone interested in the link between #work and #wellbeing. Rarely get author envy. Si…,0,0,0,@SurvivingWk: Should compulsory anyone interested link #work #wellbeing. Rarely get author envy. Si…
25,@JD_Quotes2017 Absolutely nothing wrong with speaking out about #mentalhealth in general. Always ok to say you’re struggling too.,0,0,0,@JD_Quotes2017 Absolutely nothing wrong speaking general. Always ok say you’re struggling too.
26,"RT @PsychiatricNews: To increase access to psychiatric care, the schism between psychiatry and primary care needs to be overcome. https://t…",0,0,0,"@PsychiatricNews: To increase access psychiatric care, schism psychiatry primary care need overcome. https://t…"
27,"RT @Cjtats1975: If u will #listen to what We are telling u and allow ur #heart to respond, then perhaps u will begin to #comprehend what We…",0,0,0,"@Cjtats1975: If u #listen We telling u allow ur #heart respond, perhaps u begin #comprehend We…"
28,"RT @1SunriseWarrior: “I live my life in the present with courage, purpose, and confidence. It wasn’t always this way. It took work to get h…",0,0,0,"@1SunriseWarrior: “I live life present courage, purpose, confidence. It wasn’t always way. It took work get h…"
29,Motivational Monday 💪🏾😊☀️ Be humble. #MentalHealthMatters #mentalhealth #keeppushing #peace #blessed… https://t.co/9IsHES0bJl,0,0,0,Motivational Monday 💪🏾😊☀️ Be humble. #MentalHealthMatters #keeppushing #peace #blessed… https://t.co/9IsHES0bJl
30,@RichardCityNews @beingbrad They are busy delivering gifts and flowers to their supporters &amp; tweeting usual talking… https://t.co/pgY0Ucx9BV,0,0,0,@RichardCityNews @beingbrad They busy delivering gift flower supporter &amp; tweeting usual talking… https://t.co/pgY0Ucx9BV
31,"Latest HealthTech Developments News Updates by HNC Healthcare News Channel

News Title: MindYourself

News Article… https://t.co/A3klsNldRD",0,0,0,Latest HealthTech Developments News Updates HNC Healthcare News Channel News Title: MindYourself News Article… https://t.co/A3klsNldRD
32,"Work Out in Style at Home or at the Gym in Original Fashion.

#sopoyung #atomy #wellness #health #fitness… https://t.co/nMfesAVIlz",0,0,0,Work Out Style Home Gym Original Fashion. #sopoyung #atomy #wellness #health #fitness… https://t.co/nMfesAVIlz
33,With all of the questions and demands the public has for #BrittneyGriner since her return home from Russian impriso… https://t.co/1fsZ2bp3yG,0,0,0,With question demand public #BrittneyGriner since return home Russian impriso… https://t.co/1fsZ2bp3yG
34,"Decade of neglect means #NHS unable to tackle care backlog, report says 

#EnoughIsEnough #ToriesCostLives… https://t.co/j7THeQSB4o",0,0,0,"Decade neglect mean #NHS unable tackle care backlog, report say #EnoughIsEnough #ToriesCostLives… https://t.co/j7THeQSB4o"
35,"RT @BBCBreakfast: 🐶 Meet Kory the courtroom support dog 💕 

#doggy #dogs #mentalhealth https://t.co/hE1fUZ3djs",0,0,0,@BBCBreakfast: 🐶 Meet Kory courtroom support dog 💕 #doggy #dogs https://t.co/hE1fUZ3djs
36,#shop #deals #discounts #affiliatemarketing #digitalmarketing #socialmedia #business #affiliate #links #blogs… https://t.co/MW2kWuUZ6l,0,0,0,#shop #deals #discounts #affiliatemarketing #digitalmarketing #socialmedia #business #affiliate #links #blogs… https://t.co/MW2kWuUZ6l
37,"Support your child’s mental health! 

https://t.co/mMjPTBpG1o

#mentalhealth https://t.co/xttbX1JZ2O",0,0,0,Support child’s mental health! https://t.co/mMjPTBpG1o https://t.co/xttbX1JZ2O
38,If you're staying with or you a person who is mentally ill in your circle..... kindly remember to kind...they need… https://t.co/02NlItIDy4,0,0,0,If staying person mentally ill circle..... kindly remember kind...they need… https://t.co/02NlItIDy4
39,"When you take care of your mental health, you create more space in the mind. This also provides more space in relat… https://t.co/qrNZgaumZu",0,0,0,"When take care mental health, create space mind. This also provides space relat… https://t.co/qrNZgaumZu"
40,Release day May 19th 2020. It seemed a lifetime ago that medieval wig had said 40 months #prison I shouted “Child a… https://t.co/9OCfIzvWmM,0,0,0,Release day May 19th 2020. It seemed lifetime ago medieval wig said 40 month #prison I shouted “Child a… https://t.co/9OCfIzvWmM
41,"RT @acamh: Year in Review

In this podcast, we talk to @AjaLMurray, @acamh's Kathy Sylva ‘Rising Star’ Winner 2021, about her research into…",0,0,0,"@acamh: Year Review In podcast, talk @AjaLMurray, @acamh's Kathy Sylva ‘Rising Star’ Winner 2021, research into…"
42,"On the latest episode of WNMU-TV PBS #AsktheDoctors, Gregory Jones, Ph.D., psychology, and Cameron Wilcox, MD, psyc… https://t.co/GsnDW9FVPe",0,0,0,"On latest episode WNMU-TV PBS #AsktheDoctors, Gregory Jones, Ph.D., psychology, Cameron Wilcox, MD, psyc… https://t.co/GsnDW9FVPe"
43,"RT @Sparkles4Mental: I love how we slowly discover more and more how diet/nutrition, our gut, the microbiome (gut microbes) , the brain 🧠an…",0,0,0,"@Sparkles4Mental: I love slowly discover diet/nutrition, gut, microbiome (gut microbes) , brain 🧠an…"
44,"@Mark_Butler_MP 
@Mark_Butler_MP 
Are you trying to take a #Robodebt approach to #mentalhealth support?

Government… https://t.co/NifwAITOGR",0,0,0,@Mark_Butler_MP @Mark_Butler_MP Are trying take #Robodebt approach support? Government… https://t.co/NifwAITOGR
45,"RT @dlhampton: 9 Easy Ways to Quickly Relieve Holiday Stress That You Haven't Heard  https://t.co/TrdQhjrVBZ

I'm betting that you know all…",0,0,0,@dlhampton: 9 Easy Ways Quickly Relieve Holiday Stress That You Haven't Heard https://t.co/TrdQhjrVBZ I'm betting know all…
46,"Getting people to like you isn't the struggle.

Liking yourself more is.

Read more here &gt;&gt;&gt;… https://t.co/aWt05dRufM",0,0,0,Getting people like struggle. Liking is. Read &gt;&gt;&gt;… https://t.co/aWt05dRufM
47,"2023 Cybersecurity Predictions

https://t.co/l18jOxCjjS

#infosec #cybersecurity #healthcare #healthcaretech… https://t.co/4I6jeRxKIs",0,0,0,2023 Cybersecurity Predictions https://t.co/l18jOxCjjS #infosec #cybersecurity #healthcare #healthcaretech… https://t.co/4I6jeRxKIs
48,"RT @hihowareyouproj: Jeremiah here to remind you that prioritizing your #mentalhealth is a radical act of kindness. 🐸 It benefits you, thos…",0,0,0,"@hihowareyouproj: Jeremiah remind prioritizing radical act kindness. 🐸 It benefit you, thos…"
49,"Shrooms capsules 💊 
#shroomscapsules #shrooms #psilocybin #cubensis #mentalhealth #psychedelicsuk #uk #london #nft… https://t.co/hkzQPVWZAK",0,0,0,Shrooms capsule 💊 #shroomscapsules #shrooms #psilocybin #cubensis #psychedelicsuk #uk #london #nft… https://t.co/hkzQPVWZAK
50,"Does #SchizoaffectiveDisorder Make Me #SociallyAwkward? New. | https://t.co/hYk32aJfQY
--
#socialanxiety… https://t.co/LG6tiJ10Gu",0,0,0,Does #SchizoaffectiveDisorder Make Me #SociallyAwkward? New. | https://t.co/hYk32aJfQY -- #socialanxiety… https://t.co/LG6tiJ10Gu
51,#christmas2022 | Best Coursera Courses for Foundations of Positive Psychology Specialization… https://t.co/sF6LjF92xU,0,0,0,#christmas2022 | Best Coursera Courses Foundations Positive Psychology Specialization… https://t.co/sF6LjF92xU
52,RT @liverpoolshine: Looking forward to tomorrow’s self-esteem sessions at @KensingPrimary Always lots of fun and smiley faces 🙂 @educationg…,0,0,0,@liverpoolshine: Looking forward tomorrow’s self-esteem session @KensingPrimary Always lot fun smiley face 🙂 @educationg…
53,"Have you noticed any of these signs in people around you?

#narcissistquotes #mentalhealth #mindsjournal… https://t.co/UT7PqKbuB9",0,0,0,Have noticed sign people around you? #narcissistquotes #mindsjournal… https://t.co/UT7PqKbuB9
54,Maintaining a robust people analytics program that nurtures your employees and improves retention and success of th… https://t.co/yUuTqdH9lE,0,0,0,Maintaining robust people analytics program nurture employee improves retention success th… https://t.co/yUuTqdH9lE
55,"Why There Are No Negative Emotions

https://t.co/vbSvYJXDly

#mentalhealth #wellbeing #blogshare #blogger",0,0,0,Why There Are No Negative Emotions https://t.co/vbSvYJXDly #wellbeing #blogshare #blogger
56,"2023 Cybersecurity Predictions

https://t.co/gwYUgVGZm0

#infosec #cybersecurity #healthcare #healthcaretech… https://t.co/Dl21095TSS",0,0,0,2023 Cybersecurity Predictions https://t.co/gwYUgVGZm0 #infosec #cybersecurity #healthcare #healthcaretech… https://t.co/Dl21095TSS
57,"RT @Jordan4MLA: To access #MentalHealth support, most Albertans have to pay for it, frequently costing hundreds or even thousands of dollar…",0,0,0,"@Jordan4MLA: To access #MentalHealth support, Albertans pay it, frequently costing hundred even thousand dollar…"
58,"Shroom capsules 💊 
#shroomcapsules #microdose #psilocybin #cubensis #goodhits #goodtrip #potency #psychedelicsuk… https://t.co/zdH2hwVCgy",0,0,0,Shroom capsule 💊 #shroomcapsules #microdose #psilocybin #cubensis #goodhits #goodtrip #potency #psychedelicsuk… https://t.co/zdH2hwVCgy
59,"RT @TUBEVRCLUB: QUEST 2 GIVEAWAY!👀

Enter now! ⬇️
https://t.co/TF7hoetkO7

To celebrate raising $24k for @YouAreRAD this year we are giving…",0,0,0,@TUBEVRCLUB: QUEST 2 GIVEAWAY!👀 Enter now! ⬇️ https://t.co/TF7hoetkO7 To celebrate raising $24k @YouAreRAD year giving…
60,RT @bulliedbrain: I fully support @RobKoehler2 @Gym4ChangeCan @kimshore2022 @ciaramccormack in their call for a Judicial Inquiry It's time…,0,0,0,@bulliedbrain: I fully support @RobKoehler2 @Gym4ChangeCan @kimshore2022 @ciaramccormack call Judicial Inquiry It's time…
61,"Blue Xanax bars 
#xanaxbars #alprazolam #Psychedelicsuk #uk #london #England #nft #java #javascript #rave… https://t.co/u8qx2jsgbR",0,0,0,Blue Xanax bar #xanaxbars #alprazolam #Psychedelicsuk #uk #london #England #nft #java #javascript #rave… https://t.co/u8qx2jsgbR
62,"Love the message Mina! Be good to yourself, especially over the holidays. 

Between all the busy Christmas parties,… https://t.co/fD28Kwfps3",0,0,0,"Love message Mina! Be good yourself, especially holidays. Between busy Christmas parties,… https://t.co/fD28Kwfps3"
63,"RT @JayRuderman: Resources for adolescent and family #mentalhealth support. If you like it, share it. If you think it could help someone, s…",0,0,0,"@JayRuderman: Resources adolescent family support. If like it, share it. If think could help someone, s…"
64,"#Burnout 
#Health 
#healthcare 
#HealthForAll 
#healthiswealth 
#healthylifestyle
#HealthyLiving
#HealthTips… https://t.co/99x9zvh1gP",0,0,0,#Burnout #Health #healthcare #HealthForAll #healthiswealth #healthylifestyle #HealthyLiving #HealthTips… https://t.co/99x9zvh1gP
65,"Valium 5mg get rid of anxiety and agitation caused by alcohol withdrawal
#valium #diazepam #mentalhealth… https://t.co/rPR7c0WwRT",0,0,0,Valium 5mg get rid anxiety agitation caused alcohol withdrawal #valium #diazepam #mentalhealth… https://t.co/rPR7c0WwRT
66,"RT @TUBEVRCLUB: QUEST 2 GIVEAWAY!👀

Enter now! ⬇️
https://t.co/TF7hoetkO7

To celebrate raising $24k for @YouAreRAD this year we are giving…",0,0,0,@TUBEVRCLUB: QUEST 2 GIVEAWAY!👀 Enter now! ⬇️ https://t.co/TF7hoetkO7 To celebrate raising $24k @YouAreRAD year giving…
67,"RT @brokenadultsNFT: We have a very important rule here at Teddy Bears for Broken Adults:

""Speak on your experience, not on the experience…",0,0,0,"@brokenadultsNFT: We important rule Teddy Bears Broken Adults: ""Speak experience, experience…"
68,"Xanax bars 
#xanax #alprazolam #anxiety #psychedelicsuk #uk #london #nft #javascript #java #rave #trancefamily… https://t.co/Y0Vm4Br1SY",0,0,0,Xanax bar #xanax #alprazolam #anxiety #psychedelicsuk #uk #london #nft #javascript #java #rave #trancefamily… https://t.co/Y0Vm4Br1SY
69,Stop Stigmatizing Mentally Ill Children on Medication | #Bipolar #Burble | https://t.co/U7XZOVsL8g #mentalhealth… https://t.co/8MyheuVltq,0,0,0,Stop Stigmatizing Mentally Ill Children Medication | #Bipolar #Burble | https://t.co/U7XZOVsL8g #mentalhealth… https://t.co/8MyheuVltq
70,"RT @EmmaGri32745010: We are ill, we are poor, we don't need less; we need more! #Medicare #psychology #disability #mentalillness #JobSeeker…",0,0,0,"@EmmaGri32745010: We ill, poor, need less; need more! #Medicare #psychology #disability #mentalillness #JobSeeker…"
71,"RT @Neeraj10z: In the World @UNESCO Heritage     , Humayun Tomb, I gave a speech on preserving the environment If there is Nature then ther…",0,0,0,"@Neeraj10z: In World @UNESCO Heritage , Humayun Tomb, I gave speech preserving environment If Nature ther…"
72,"We have a very important rule here at Teddy Bears for Broken Adults:

""Speak on your experience, not on the experie… https://t.co/ujyryumf4c",0,0,0,"We important rule Teddy Bears Broken Adults: ""Speak experience, experie… https://t.co/ujyryumf4c"
73,Choose kindness always. #mentalhealth https://t.co/62p2SHv5zt,0,0,0,Choose kindness always. https://t.co/62p2SHv5zt
74,"One way to take care of your mental health is to talk to mental health expert, and one way to do that is with Globe… https://t.co/5xBwcC4Kzt",0,0,0,"One way take care mental health talk mental health expert, one way Globe… https://t.co/5xBwcC4Kzt"
75,"RT @upasanakonidela: my mental health is good when I:Eat right,Sleep well,Stay calm &amp; workout

☝️ doesn’t happen too often! 

Does that mea…",0,0,1,"@upasanakonidela: mental health good I:Eat right,Sleep well,Stay calm &amp; workout ☝️ doesn’t happen often! Does mea…"
76,"RT @angling_times: IT'S OFFICIAL: FISHING REALLY IS A LIFE-SAVER! 😍🎣

Study provides ground-breaking new evidence of angling's positive imp…",0,0,0,@angling_times: IT'S OFFICIAL: FISHING REALLY IS A LIFE-SAVER! 😍🎣 Study provides ground-breaking new evidence angling's positive imp…
77,"RT @NatChrisRod: Going live with Marla and Dave this evening at 6 pm pst. 

Visit their website: https://t.co/P8Qf0zWPKW

#podcast #podcast…",0,0,0,@NatChrisRod: Going live Marla Dave evening 6 pm pst. Visit website: https://t.co/P8Qf0zWPKW #podcast #podcast…
78,"RT @NatChrisRod: Going live with Marla and Dave this evening at 6 pm pst. 

Visit their website: https://t.co/P8Qf0zWPKW

#podcast #podcast…",0,0,0,@NatChrisRod: Going live Marla Dave evening 6 pm pst. Visit website: https://t.co/P8Qf0zWPKW #podcast #podcast…
79,"RT @Jordan4MLA: To access #MentalHealth support, most Albertans have to pay for it, frequently costing hundreds or even thousands of dollar…",0,0,0,"@Jordan4MLA: To access #MentalHealth support, Albertans pay it, frequently costing hundred even thousand dollar…"
80,"RT @atai_life: #ICYMI: @thetimes' Science Editor @Ben_Spencer wrote a special report on #mentalhealth &amp; #psychedelics 

“Between [atai and…",0,0,0,@atai_life: #ICYMI: @thetimes' Science Editor @Ben_Spencer wrote special report &amp; #psychedelics “Between [atai and…
81,"RT @Jordan4MLA: To access #MentalHealth support, most Albertans have to pay for it, frequently costing hundreds or even thousands of dollar…",0,0,0,"@Jordan4MLA: To access #MentalHealth support, Albertans pay it, frequently costing hundred even thousand dollar…"
82,"RT @LizAshallPayne: What are the top reasons why people choose digital to support their #MentalHealth?..... take a look, do you agree?

 #d…",0,0,0,"@LizAshallPayne: What top reason people choose digital support #MentalHealth?..... take look, agree? #d…"
83,"RT @hihowareyouproj: Jeremiah here to remind you that prioritizing your #mentalhealth is a radical act of kindness. 🐸 It benefits you, thos…",0,0,0,"@hihowareyouproj: Jeremiah remind prioritizing radical act kindness. 🐸 It benefit you, thos…"
84,RT @ThriveMovement: Don’t let yourself stagnate! #thrive #freedom #psychology #mentalhealth #depression #anxiety #emptiness #angst #movemen…,0,0,0,@ThriveMovement: Don’t let stagnate! #thrive #freedom #psychology #depression #anxiety #emptiness #angst #movemen…
85,"RT @Jordan4MLA: To access #MentalHealth support, most Albertans have to pay for it, frequently costing hundreds or even thousands of dollar…",0,0,0,"@Jordan4MLA: To access #MentalHealth support, Albertans pay it, frequently costing hundred even thousand dollar…"
86,"#ParentalDepression #depression #mentalhealth 

#SensoryProcessingDisorder Parental Burnout… https://t.co/zqkDWmYAWf",0,0,0,#ParentalDepression #depression #SensoryProcessingDisorder Parental Burnout… https://t.co/zqkDWmYAWf
87,RT @JimmyLeafTender: #PurplePeople #MentalHealth #Kindness,0,0,0,@JimmyLeafTender: #PurplePeople #MentalHealth #Kindness
88,"Good morning team.

So.

I *was* thinking about stepping away from Twitter, but it seems there’s one more fight.

T… https://t.co/iiDeEB8j3R",0,0,0,"Good morning team. So. I *was* thinking stepping away Twitter, seems there’s one fight. T… https://t.co/iiDeEB8j3R"
89,This is probably how racism happens sometimes. Click here to view. https://t.co/RkMY0LCgxr #mentalhealth… https://t.co/HkhkB934mz,0,0,0,This probably racism happens sometimes. Click view. https://t.co/RkMY0LCgxr #mentalhealth… https://t.co/HkhkB934mz
90,@benzosarebad @_eleven13_ @atomicaceso @TruthCampaigns @ElizabethlGray1 It’s really saddening to see how stigma aga… https://t.co/hRMIxEwz5K,0,0,0,@benzosarebad @_eleven13_ @atomicaceso @TruthCampaigns @ElizabethlGray1 It’s really saddening see stigma aga… https://t.co/hRMIxEwz5K
91,We need better #mentalhealth support in schools to tackle the youth mental health crisis. Read more about how North… https://t.co/vSZ3ZVEKM6,0,0,0,We need better support school tackle youth mental health crisis. Read North… https://t.co/vSZ3ZVEKM6
92,"RT @allan_squat: 1/2. Mukama gift 11 and Esimu Eric 10,from mafubira slum,Jinja, played for Jinja SS cc against Tornado A in the men's nati…",0,0,0,"@allan_squat: 1/2. Mukama gift 11 Esimu Eric 10,from mafubira slum,Jinja, played Jinja SS cc Tornado A men's nati…"
93,"RT @MicrodoseHQ: When will MDMA be approved by the FDA?

#psychedelic #medicine #research #science #clinical #doctors #regulation #MentalHe…",0,0,0,@MicrodoseHQ: When MDMA approved FDA? #psychedelic #medicine #research #science #clinical #doctors #regulation #MentalHe…
94,"RT @SpeakOurStories: “I live my life in the present with courage, purpose, and confidence. It wasn’t always this way. It took work to get h…",0,0,0,"@SpeakOurStories: “I live life present courage, purpose, confidence. It wasn’t always way. It took work get h…"
95,"RT @ZacharyClay2017: HOLLOW HEADS                           
(This one means a lot to me)                     
@procreate #mentalhealth #pr…",0,0,0,@ZacharyClay2017: HOLLOW HEADS (This one mean lot me) @procreate #pr…
96,"RT @PhoebsBo: UK friends, I have a favour to ask. There’s an availability problem with one of my meds and I’m hoping someone might be able…",0,0,0,"@PhoebsBo: UK friends, I favour ask. There’s availability problem one med I’m hoping someone might able…"
97,RT @FluidMotionTC: After the blow of not getting @ace_national #NPO funding we knew it was time to regroup. Our future is still uncertain b…,0,0,0,@FluidMotionTC: After blow getting @ace_national #NPO funding knew time regroup. Our future still uncertain b…
98,"RT @TonyCurran69: See you on the other side my friend, you got this, best of luck! If you can please go to one of the Twitter links you can…",0,0,0,"@TonyCurran69: See side friend, got this, best luck! If please go one Twitter link can…"
99,RT @calwhitejr: #MentalHealthMonday ... a person with a #mentalhealth issue #DiedSuddendly of #PoliceBrutality,0,0,0,@calwhitejr: #MentalHealthMonday ... person issue #DiedSuddendly #PoliceBrutality
100,"Share the #PleaseStayPledge with someone else to remind them that they matter, they are not alone, and resources ar… https://t.co/EGJDdfnW2O",0,0,0,"Share #PleaseStayPledge someone else remind matter, alone, resource ar… https://t.co/EGJDdfnW2O"
101,RT @saralizabaumann: In our upcoming editorial in @AMJPublicHealth @BhimsenDevkota and I reviewed literature regarding #mentalhealth and #h…,0,0,0,@saralizabaumann: In upcoming editorial @AMJPublicHealth @BhimsenDevkota I reviewed literature regarding #h…
102,In our upcoming editorial in @AMJPublicHealth @BhimsenDevkota and I reviewed literature regarding #mentalhealth and… https://t.co/BoM75oUNgw,0,0,0,In upcoming editorial @AMJPublicHealth @BhimsenDevkota I reviewed literature regarding and… https://t.co/BoM75oUNgw
103,"RT @SickNotWeak: We Need To Start Treating Grieving For Our Pets Seriously - Therapist Can Help https://t.co/695evwrZAX

#SickNotWeak #Ment…",0,0,0,@SickNotWeak: We Need To Start Treating Grieving For Our Pets Seriously - Therapist Can Help https://t.co/695evwrZAX #SickNotWeak #Ment…
104,I woke up from a nap and now I’m 4-1 wtf…..#mentalhealth,0,0,0,I woke nap I’m 4-1 wtf…..#mentalhealth
105,Thank you @JillDunlop1 for recognizing the rise of  #MentalHealth need. Targeted workforce investment &amp; technologic… https://t.co/ru7H4r26p7,0,0,0,Thank @JillDunlop1 recognizing rise #MentalHealth need. Targeted workforce investment &amp; technologic… https://t.co/ru7H4r26p7
106,"RT @AlessandraWhite: “Feelings of anxiety may stimulate the brain and body into a state of hyperarousal, as if it is facing a threat, makin…",0,0,0,"@AlessandraWhite: “Feelings anxiety may stimulate brain body state hyperarousal, facing threat, makin…"
107,"RT @finkleyshow: Another exciting week of FINKLEY!

Monday: @nelsonestevez 
Tuesday: @staciedavishamilton 
Wednesday: @shondascott360 
Thur…",0,0,0,@finkleyshow: Another exciting week FINKLEY! Monday: @nelsonestevez Tuesday: @staciedavishamilton Wednesday: @shondascott360 Thur…
108,The holiday season and Monday's can be overwhelming. Here's a reminder to take a few deep breaths to help you recen… https://t.co/FddivvpTxr,0,0,0,The holiday season Monday's overwhelming. Here's reminder take deep breath help recen… https://t.co/FddivvpTxr
109,"RT @TUBEVRCLUB: QUEST 2 GIVEAWAY!👀

Enter now! ⬇️
https://t.co/TF7hoetkO7

To celebrate raising $24k for @YouAreRAD this year we are giving…",0,0,0,@TUBEVRCLUB: QUEST 2 GIVEAWAY!👀 Enter now! ⬇️ https://t.co/TF7hoetkO7 To celebrate raising $24k @YouAreRAD year giving…
110,"RT @RealDDP: Break the cycle of ""Hurt People Hurt People."" Healing yourself in turn helps heal others💥💎 #selfcare #healing #inspiration #mo…",0,0,0,"@RealDDP: Break cycle ""Hurt People Hurt People."" Healing turn help heal others💥💎 #selfcare #healing #inspiration #mo…"
